"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Autumn","Spring","Summer","Winter","mxpsd","dewp","prcp","gust","year","temp","wdsp","sndp","fog","NUM_COLLISIONS"
"49",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,27,28.9,0.65,35.9,2013,38.7,16.9,0,0,0.363380281690141
"50",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,21,14.1,0.03,29.9,2013,30.6,17.3,0,0,0.329577464788732
"51",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21,25.4,0,28.9,2013,35.4,14.2,0,1,0.422535211267606
"52",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,29.8,0,0,2013,36.3,7,0,0,0.394366197183099
"53",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24.1,40.7,1.07,38.1,2013,42.6,17.1,0,0,0.126760563380282
"54",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17.1,30.4,0.75,24.1,2013,37.5,13.4,0,0,0.307042253521127
"55",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11.1,26.7,0.02,15.9,2013,35,5,0,0,0.43943661971831
"56",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,29.9,41,0.24,40,2013,44.1,18,0,1,0.476056338028169
"57",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,38.9,0.32,0,2013,41.4,7.8,0,1,0.383098591549296
"58",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20,34.2,0.08,24.1,2013,39.3,10.6,0,0,0.625352112676056
"59",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,29.1,0,15,2013,38.2,9.4,0,0,0.261971830985915
"60",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11.1,29.3,0,0,2013,37.4,7.1,0,0,0.340845070422535
"61",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17.1,26.4,0,25.1,2013,37,11.5,0,0,0.608450704225352
"62",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,29.8,0,27,2013,38.5,14.9,0,0,0.411267605633803
"63",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,26,34.2,0.02,39,2013,39.1,13.5,0,0,0.264788732394366
"64",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,39,35.2,0.8,55,2013,38.3,31.6,0,0,0.433802816901408
"65",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,28.9,31.7,0.4,42.9,2013,39.2,24.9,1.2,0,0.529577464788732
"66",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19,31.7,0,25.1,2013,39,11.9,1.2,0,0.0957746478873239
"67",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11.1,34.7,0,0,2013,39.9,6.5,0,0,0.397183098591549
"68",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,17.1,43.9,0,26,2013,46,13.1,0,0,0.467605633802817
"69",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,19,41.1,0.54,26,2013,46.3,13.1,0,0,0.71830985915493
"70",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18.1,25.3,0.49,26,2013,37,10.4,0,0,0.495774647887324
"71",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,24.1,13.7,0,36.9,2013,31.2,18.5,0,0,0.636619718309859
"72",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19,22,0,25.1,2013,37.1,10.2,0,0,0.394366197183099
"73",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14,21.5,0,20,2013,34.8,7.5,0,0,0.126760563380282
"74",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15.9,15.5,0,20,2013,32.1,9,0,0,0.68169014084507
"75",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,22.9,35.5,0.41,33,2013,39.6,16.5,1.2,1,0.501408450704225
"76",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,25.1,25.7,0.35,32.1,2013,36.5,17.9,0,0,0.447887323943662
"77",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,21,29.9,0,27,2013,38.3,10.9,0,0,0.357746478873239
"78",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19,27.6,0.23,26,2013,34.3,13.6,0,0,0.628169014084507
"79",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,22.9,21.7,0.02,39,2013,38.5,15.9,0,0,0.301408450704225
"80",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,23.3,0,22,2013,39.1,10.4,0,0,0.197183098591549
"81",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,29.8,0,28,2013,38.1,9.7,0,0,0.329577464788732
"82",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,24.1,28.7,0.05,34,2013,39.8,15.5,0,0,0.123943661971831
"83",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15.9,30.3,0.01,22.9,2013,41.7,9.4,0,0,0.169014084507042
"84",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,21,34.5,0.02,25.1,2013,42.5,12.5,0,0,0.473239436619718
"85",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14,34.3,0.02,20,2013,45.2,8.9,0,0,0.391549295774648
"86",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13,35.1,0.02,17.1,2013,44.5,7,0,0,0.371830985915493
"87",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13,38.1,0,0,2013,43,7.1,0,0,0.126760563380282
"88",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,26,42.9,0.18,34,2013,47,16.3,0,0,0.276056338028169
"89",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,22.9,18.8,0.02,33,2013,39.6,17.2,0,0,0.157746478873239
"90",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,25.1,15.7,0,34,2013,42.6,17,0,0,0.425352112676056
"91",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19,18.8,0,28,2013,39,14,0,0,0.52112676056338
"92",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17.1,38.5,0.01,22,2013,42.9,8,0,0,0.566197183098592
"93",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,22,0.33,28.9,2013,40.2,12.5,0,0,0.422535211267606
"94",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17.1,28.6,0,0,2013,39.7,9.2,0,0,0.197183098591549
"95",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13,41.6,0,0,2013,50,9.4,0,0,0.566197183098592
"96",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,43.4,0,28,2013,49.4,10.7,0,1,0.653521126760563
"97",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15.9,42,0.12,17.1,2013,46.5,8.8,0,1,0.56056338028169
"98",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19,41,0.06,26,2013,46.2,10,0,1,0.383098591549296
"99",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,26,35.7,0.01,35.9,2013,43.6,13.8,0,0,0.754929577464789
"100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,22.9,39.7,1.44,33,2013,44.4,12.9,0,1,0.490140845070423
"101",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13,38.4,0.09,0,2013,46.1,7.7,0,0,0.256338028169014
"102",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11.1,34.2,0,0,2013,46.1,8.1,0,0,0.625352112676056
"103",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15.9,40.5,0,0,2013,46,9.3,0,0,0.515492957746479
"104",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17.1,42.7,0.03,22.9,2013,52.1,11,0,0,0.433802816901408
"105",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,17.1,37.3,0,24.1,2013,46.5,8.8,0,0,0.484507042253521
"106",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19,49.4,0,29.9,2013,52.6,12.5,0,1,0.532394366197183
"107",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,25.1,49.6,0.62,39,2013,52.7,15.2,0,1,0.425352112676056
"108",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.9,28.5,0.24,22,2013,45.1,11.7,0,0,0.253521126760563
"109",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,29.8,0,25.1,2013,43,11.3,0,0,0.51830985915493
"110",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,22,40,0.11,28.9,2013,44.6,15,0,0,0.371830985915493
"111",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,28,43.6,1.77,36.9,2013,47.5,19.2,0,0,0.611267605633803
"112",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15,45.1,0.01,20,2013,50.8,10.4,0,0,0.569014084507042
"113",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,37.8,0.06,0,2013,49.5,6.5,0,0,0.828169014084507
"114",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,34.7,0,0,2013,46.6,3.9,0,1,0.383098591549296
"115",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,38.5,0,0,2013,48,3.9,0,0,0.166197183098592
"116",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.9,37.9,0,0,2013,49.7,4.3,0,0,0.611267605633803
"117",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11.1,30.2,0,0,2013,51,5.2,0,0,0.549295774647887
"118",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9.9,41.4,0,0,2013,49.9,7,0,1,0.549295774647887
"119",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,42,0,20,2013,49.9,5,0,0,0.574647887323944
"120",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,22.9,39.7,0,29.9,2013,46.9,13.7,0,0,0.859154929577465
"121",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,22,38.7,0,31.1,2013,47.8,13.7,0,0,0.56056338028169
"122",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,39.9,0,20,2013,47.8,10.1,0,0,0.377464788732394
"123",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.9,43.4,0,0,2013,49.2,5.5,0,1,0.507042253521127
"124",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,49.9,0,0,2013,54.4,4.5,0,1,0.594366197183099
"125",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15.9,54.7,0.01,22,2013,59.4,10.5,0,1,0.673239436619718
"126",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,53.6,0.01,0,2013,57.2,6.2,0,1,0.622535211267606
"127",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,51,0,0,2013,56.1,8.3,0,1,0.892957746478873
"128",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15.9,53.1,0,22.9,2013,56.2,9.4,0,1,0.4
"129",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17.1,53.1,1.62,22.9,2013,56.2,11,0,1,0.411267605633803
"130",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18.1,37.1,0.07,22,2013,53.1,11.9,0,0,0.552112676056338
"131",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18.1,35.3,0,29.9,2013,51,11.8,0,0,0.51830985915493
"132",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,21,44.5,0.16,28,2013,53.1,12.1,0,0,0.425352112676056
"133",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20,50.1,0.02,28,2013,57.7,12.5,0,0,0.501408450704225
"134",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,45.2,0,0,2013,54.6,5.1,0,0,0.352112676056338
"135",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,49.4,0,0,2013,56.3,6.6,0,0,0.459154929577465
"136",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17.1,54.5,0.33,22,2013,57.5,10.3,0,1,0.777464788732394
"137",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,14,55.5,0.24,0,2013,58,7.8,0,1,0.890140845070423
"138",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,13,55.1,0,17.1,2013,57.8,7.1,0,1,0.532394366197183
"139",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18.1,57.6,0,24.1,2013,61.5,13.3,0,1,0.997183098591549
"140",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,27,58.7,1.24,39,2013,61,14,0,1,0.808450704225352
"141",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15,52.3,1.03,18.1,2013,55.6,7.6,0,1,0.374647887323944
"142",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19,41.8,0.54,28,2013,50.2,13.9,0,0,0.208450704225352
"143",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,42.8,0.01,26,2013,56.9,14.1,0,0,0.109859154929577
"144",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11.1,49.6,0,0,2013,56.6,6.4,0,0,0.859154929577465
"145",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,19,54.7,0.51,26,2013,57.9,10.9,0,0,0.543661971830986
"146",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15,56.2,0.26,20,2013,60.9,11.6,0,0,0.856338028169014
"147",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,56.8,0.02,0,2013,62,9,0,0,1
"148",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,57,0,0,2013,60.9,10.9,0,0,0.704225352112676
"149",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18.1,58.6,0,26,2013,61.8,12.6,0,1,0.298591549295775
"150",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19,59.8,0.21,27,2013,60.8,12.7,0,1,0.91830985915493
"151",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,51,0.34,0,2013,61.8,8.7,0,1,0.653521126760563
"152",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.9,45.6,0,0,2013,58.6,5.7,0,0,0.614084507042253
"153",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,51,0,0,2013,58.6,7.5,0,0,0.630985915492958
"154",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25.1,59.6,0.94,35,2013,62.3,19.1,0,1,0.535211267605634
"155",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,57.2,0.01,0,2013,63.6,8.1,0,1,0.428169014084507
"156",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.9,56.1,0,0,2013,62.2,6,0,0,0.684507042253521
"157",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17.1,59.5,1.36,24.1,2013,60.8,13.2,0,1,0.715492957746479
"158",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,19,55.9,0.03,27,2013,64,14,0,0,0.659154929577465
"159",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,52.4,0,21,2013,60.8,8.7,0,0,0.430985915492958
"160",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28,50.7,0.12,36.9,2013,55,18.3,0,0,0.87887323943662
"161",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13,52.3,0.14,0,2013,62.4,7.4,0,0,0.605633802816901
"162",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,57,0.01,22,2013,61.3,9.2,0,0,0.270422535211268
"163",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,59.2,0.03,21,2013,63.2,9.1,0,0,0.656338028169014
