"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Autumn","Spring","Summer","Winter","mxpsd","dewp","prcp","gust","year","temp","wdsp","NUM_COLLISIONS"
"109",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,29.8,0,25.1,2013,43,11.3,0.509695290858726
"110",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,22,40,0.11,28.9,2013,44.6,15,0.365650969529086
"111",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,28,43.6,1.77,36.9,2013,47.5,19.2,0.601108033240997
"112",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15,45.1,0.01,20,2013,50.8,10.4,0.559556786703601
"113",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,37.8,0.06,999.9,2013,49.5,6.5,0.814404432132964
"114",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,34.7,0,999.9,2013,46.6,3.9,0.376731301939058
"115",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,38.5,0,999.9,2013,48,3.9,0.163434903047091
"116",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.9,37.9,0,999.9,2013,49.7,4.3,0.601108033240997
"117",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11.1,30.2,0,999.9,2013,51,5.2,0.54016620498615
"118",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9.9,41.4,0,999.9,2013,49.9,7,0.54016620498615
"119",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,42,0,20,2013,49.9,5,0.565096952908587
"120",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,22.9,39.7,0,29.9,2013,46.9,13.7,0.844875346260388
"121",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,22,38.7,0,31.1,2013,47.8,13.7,0.551246537396122
"122",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15,39.9,0,20,2013,47.8,10.1,0.371191135734072
"123",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.9,43.4,0,999.9,2013,49.2,5.5,0.498614958448753
"124",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,49.9,0,999.9,2013,54.4,4.5,0.584487534626039
"125",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,15.9,54.7,0.01,22,2013,59.4,10.5,0.662049861495845
